corridor,month,density_pct,cluster_label
South Florida -> New York City,Apr,10.43,winter-spring-peak
South Florida -> New York City,May,10.38,winter-spring-peak
South Florida -> New York City,Jun,5.94,winter-spring-peak
South Florida -> New York City,Jul,2.94,winter-spring-peak
South Florida -> New York City,Aug,3.69,winter-spring-peak
South Florida -> New York City,Sep,3.69,winter-spring-peak
South Florida -> New York City,Oct,7.01,winter-spring-peak
South Florida -> New York City,Nov,10.75,winter-spring-peak
South Florida -> New York City,Dec,10.43,winter-spring-peak
South Florida -> North Florida,Jan,13.79,winter-spring-peak
South Florida -> North Florida,Feb,13.79,winter-spring-peak
South Florida -> North Florida,Mar,6.9,winter-spring-peak
South Florida -> North Florida,Apr,17.24,winter-spring-peak
South Florida -> North Florida,May,13.79,winter-spring-peak
South Florida -> North Florida,Jun,3.45,winter-spring-peak
South Florida -> North Florida,Jul,13.79,winter-spring-peak
South Florida -> North Florida,Aug,0.0,winter-spring-peak
South Florida -> North Florida,Sep,3.45,winter-spring-peak
South Florida -> North Florida,Oct,6.9,winter-spring-peak
South Florida -> North Florida,Nov,0.0,winter-spring-peak
South Florida -> North Florida,Dec,6.9,winter-spring-peak
South Florida -> Philadelphia,Jan,12.9,winter-spring-peak
South Florida -> Philadelphia,Feb,9.16,winter-spring-peak
South Florida -> Philadelphia,Mar,8.97,winter-spring-peak
South Florida -> Philadelphia,Apr,12.15,winter-spring-peak
South Florida -> Philadelphia,May,10.47,winter-spring-peak
South Florida -> Philadelphia,Jun,4.11,winter-spring-peak
South Florida -> Philadelphia,Jul,3.74,winter-spring-peak
South Florida -> Philadelphia,Aug,4.11,winter-spring-peak
South Florida -> Philadelphia,Sep,4.86,winter-spring-peak
South Florida -> Philadelphia,Oct,7.1,winter-spring-peak
South Florida -> Philadelphia,Nov,10.09,winter-spring-peak
South Florida -> Philadelphia,Dec,12.34,winter-spring-peak
South Florida -> Pittsburgh,Jan,8.83,winter-spring-peak
South Florida -> Pittsburgh,Feb,10.26,winter-spring-peak
South Florida -> Pittsburgh,Mar,11.4,winter-spring-peak
South Florida -> Pittsburgh,Apr,9.83,winter-spring-peak
South Florida -> Pittsburgh,May,10.83,winter-spring-peak
South Florida -> Pittsburgh,Jun,6.55,winter-spring-peak
South Florida -> Pittsburgh,Jul,4.99,winter-spring-peak
South Florida -> Pittsburgh,Aug,4.7,winter-spring-peak
South Florida -> Pittsburgh,Sep,4.27,winter-spring-peak
South Florida -> Pittsburgh,Oct,7.26,winter-spring-peak
South Florida -> Pittsburgh,Nov,10.4,winter-spring-peak
South Florida -> Pittsburgh,Dec,10.68,winter-spring-peak
South Florida -> San Antonio,Jan,12.22,winter-spring-peak
South Florida -> San Antonio,Feb,9.65,winter-spring-peak
South Florida -> San Antonio,Mar,11.58,winter-spring-peak
South Florida -> San Antonio,Apr,12.86,winter-spring-peak
South Florida -> San Antonio,May,8.04,winter-spring-peak
South Florida -> San Antonio,Jun,5.14,winter-spring-peak
South Florida -> San Antonio,Jul,5.14,winter-spring-peak
South Florida -> San Antonio,Aug,3.54,winter-spring-peak
South Florida -> San Antonio,Sep,4.18,winter-spring-peak
South Florida -> San Antonio,Oct,4.82,winter-spring-peak
South Florida -> San Antonio,Nov,10.93,winter-spring-peak
South Florida -> San Antonio,Dec,11.9,winter-spring-peak
South Florida -> St. Louis,Jan,12.75,winter-spring-peak
South Florida -> St. Louis,Feb,12.58,winter-spring-peak
South Florida -> St. Louis,Mar,12.09,winter-spring-peak
South Florida -> St. Louis,Apr,9.6,winter-spring-peak
South Florida -> St. Louis,May,8.28,winter-spring-peak
South Florida -> St. Louis,Jun,3.64,winter-spring-peak
South Florida -> St. Louis,Jul,4.47,winter-spring-peak
South Florida -> St. Louis,Aug,4.47,winter-spring-peak
South Florida -> St. Louis,Sep,3.97,winter-spring-peak
South Florida -> St. Louis,Oct,6.46,winter-spring-peak
South Florida -> St. Louis,Nov,9.27,winter-spring-peak
South Florida -> St. Louis,Dec,12.42,winter-spring-peak
St. Louis -> Dallas,Jan,10.22,winter-spring-peak
St. Louis -> Dallas,Feb,8.76,winter-spring-peak
St. Louis -> Dallas,Mar,12.41,winter-spring-peak
St. Louis -> Dallas,Apr,13.14,winter-spring-peak
St. Louis -> Dallas,May,8.76,winter-spring-peak
St. Louis -> Dallas,Jun,4.38,winter-spring-peak
St. Louis -> Dallas,Jul,2.92,winter-spring-peak
St. Louis -> Dallas,Aug,6.57,winter-spring-peak
St. Louis -> Dallas,Sep,5.84,winter-spring-peak
St. Louis -> Dallas,Oct,5.11,winter-spring-peak
St. Louis -> Dallas,Nov,12.41,winter-spring-peak
St. Louis -> Dallas,Dec,9.49,winter-spring-peak
St. Louis -> Houston,Jan,8.53,winter-spring-peak
St. Louis -> Houston,Feb,11.85,winter-spring-peak
St. Louis -> Houston,Mar,4.27,winter-spring-peak
St. Louis -> Houston,Apr,12.8,winter-spring-peak
St. Louis -> Houston,May,12.32,winter-spring-peak
St. Louis -> Houston,Jun,5.69,winter-spring-peak
St. Louis -> Houston,Jul,5.69,winter-spring-peak
St. Louis -> Houston,Aug,4.27,winter-spring-peak
St. Louis -> Houston,Sep,4.74,winter-spring-peak
St. Louis -> Houston,Oct,10.43,winter-spring-peak
St. Louis -> Houston,Nov,10.43,winter-spring-peak
St. Louis -> Houston,Dec,9.0,winter-spring-peak
St. Louis -> Phoenix Valley,Jan,6.69,winter-spring-peak
St. Louis -> Phoenix Valley,Feb,15.48,winter-spring-peak
St. Louis -> Phoenix Valley,Mar,11.3,winter-spring-peak
St. Louis -> Phoenix Valley,Apr,9.21,winter-spring-peak
St. Louis -> Phoenix Valley,May,6.69,winter-spring-peak
St. Louis -> Phoenix Valley,Jun,3.35,winter-spring-peak
St. Louis -> Phoenix Valley,Jul,3.35,winter-spring-peak
St. Louis -> Phoenix Valley,Aug,3.77,winter-spring-peak
St. Louis -> Phoenix Valley,Sep,6.28,winter-spring-peak
St. Louis -> Phoenix Valley,Oct,13.39,winter-spring-peak
St. Louis -> Phoenix Valley,Nov,7.95,winter-spring-peak
St. Louis -> Phoenix Valley,Dec,12.55,winter-spring-peak
St. Louis -> San Antonio,Jan,12.23,winter-spring-peak
St. Louis -> San Antonio,Feb,8.3,winter-spring-peak
St. Louis -> San Antonio,Mar,8.3,winter-spring-peak
St. Louis -> San Antonio,Apr,10.48,winter-spring-peak
St. Louis -> San Antonio,May,6.11,winter-spring-peak
St. Louis -> San Antonio,Jun,4.37,winter-spring-peak
St. Louis -> San Antonio,Jul,5.24,winter-spring-peak
St. Louis -> San Antonio,Aug,6.55,winter-spring-peak
St. Louis -> San Antonio,Sep,3.49,winter-spring-peak
St. Louis -> San Antonio,Oct,12.23,winter-spring-peak
St. Louis -> San Antonio,Nov,7.86,winter-spring-peak
St. Louis -> San Antonio,Dec,14.85,winter-spring-peak
St. Louis -> South Florida,Jan,11.05,winter-spring-peak
St. Louis -> South Florida,Feb,12.59,winter-spring-peak
St. Louis -> South Florida,Mar,12.59,winter-spring-peak
St. Louis -> South Florida,Apr,7.99,winter-spring-peak
St. Louis -> South Florida,May,7.31,winter-spring-peak
St. Louis -> South Florida,Jun,4.59,winter-spring-peak
St. Louis -> South Florida,Jul,4.76,winter-spring-peak
St. Louis -> South Florida,Aug,5.1,winter-spring-peak
St. Louis -> South Florida,Sep,5.1,winter-spring-peak
St. Louis -> South Florida,Oct,6.46,winter-spring-peak
St. Louis -> South Florida,Nov,9.69,winter-spring-peak
St. Louis -> South Florida,Dec,12.76,winter-spring-peak
Atlanta -> Detroit,Jan,4.3,summer-peak
Atlanta -> Detroit,Feb,5.38,summer-peak
Atlanta -> Detroit,Mar,6.45,summer-peak
Atlanta -> Detroit,Apr,4.3,summer-peak
Atlanta -> Detroit,May,5.38,summer-peak
Atlanta -> Detroit,Jun,7.53,summer-peak
Atlanta -> Detroit,Jul,15.05,summer-peak
Atlanta -> Detroit,Aug,11.83,summer-peak
Atlanta -> Detroit,Sep,15.05,summer-peak
Atlanta -> Detroit,Oct,12.9,summer-peak
Atlanta -> Detroit,Nov,8.6,summer-peak
Atlanta -> Detroit,Dec,3.23,summer-peak
Atlanta -> Phoenix Valley,Jan,14.71,summer-peak
Atlanta -> Phoenix Valley,Feb,2.94,summer-peak
Atlanta -> Phoenix Valley,Mar,2.94,summer-peak
Atlanta -> Phoenix Valley,Apr,11.76,summer-peak
Atlanta -> Phoenix Valley,May,8.82,summer-peak
Atlanta -> Phoenix Valley,Jun,2.94,summer-peak
Atlanta -> Phoenix Valley,Jul,23.53,summer-peak
Atlanta -> Phoenix Valley,Aug,0.0,summer-peak
Atlanta -> Phoenix Valley,Sep,8.82,summer-peak
Atlanta -> Phoenix Valley,Oct,8.82,summer-peak
Atlanta -> Phoenix Valley,Nov,8.82,summer-peak
Atlanta -> Phoenix Valley,Dec,5.88,summer-peak
Bay Area -> Denver,Jan,8.79,summer-peak
Bay Area -> Denver,Feb,8.44,summer-peak
Bay Area -> Denver,Mar,7.82,summer-peak
Bay Area -> Denver,Apr,4.83,summer-peak
Bay Area -> Denver,May,7.03,summer-peak
Bay Area -> Denver,Jun,8.52,summer-peak
Bay Area -> Denver,Jul,11.6,summer-peak
Bay Area -> Denver,Aug,11.25,summer-peak
Bay Area -> Denver,Sep,10.28,summer-peak
Bay Area -> Denver,Oct,9.05,summer-peak
Bay Area -> Denver,Nov,4.83,summer-peak
Bay Area -> Denver,Dec,7.56,summer-peak
Boston -> DMV,Jan,8.62,summer-peak
Boston -> DMV,Feb,6.32,summer-peak
Boston -> DMV,Mar,0.57,summer-peak
Boston -> DMV,Apr,5.75,summer-peak
Boston -> DMV,May,7.47,summer-peak
Boston -> DMV,Jun,9.2,summer-peak
Boston -> DMV,Jul,15.52,summer-peak
Boston -> DMV,Aug,11.49,summer-peak
Boston -> DMV,Sep,11.49,summer-peak
Boston -> DMV,Oct,9.2,summer-peak
Boston -> DMV,Nov,7.47,summer-peak
Boston -> DMV,Dec,6.9,summer-peak
Boston -> Detroit,Jan,5.14,summer-peak
Boston -> Detroit,Feb,6.34,summer-peak
Boston -> Detroit,Mar,3.93,summer-peak
Boston -> Detroit,Apr,6.04,summer-peak
Boston -> Detroit,May,7.85,summer-peak
Boston -> Detroit,Jun,9.97,summer-peak
Boston -> Detroit,Jul,13.29,summer-peak
Boston -> Detroit,Aug,14.8,summer-peak
Boston -> Detroit,Sep,11.18,summer-peak
Boston -> Detroit,Oct,9.97,summer-peak
Boston -> Detroit,Nov,6.65,summer-peak
Boston -> Detroit,Dec,4.83,summer-peak
Boston -> Minneapolis,Jan,8.27,summer-peak
Boston -> Minneapolis,Feb,3.76,summer-peak
Boston -> Minneapolis,Mar,4.51,summer-peak
Boston -> Minneapolis,Apr,5.26,summer-peak
Boston -> Minneapolis,May,10.53,summer-peak
Boston -> Minneapolis,Jun,14.29,summer-peak
Boston -> Minneapolis,Jul,12.78,summer-peak
Boston -> Minneapolis,Aug,13.53,summer-peak
Boston -> Minneapolis,Sep,12.78,summer-peak
Boston -> Minneapolis,Oct,6.77,summer-peak
Boston -> Minneapolis,Nov,2.26,summer-peak
Boston -> Minneapolis,Dec,5.26,summer-peak
Boston -> Nashville,Jan,2.9,summer-peak
Boston -> Nashville,Feb,5.8,summer-peak
Boston -> Nashville,Mar,4.35,summer-peak
Boston -> Nashville,Apr,4.83,summer-peak
Boston -> Nashville,May,8.7,summer-peak
Boston -> Nashville,Jun,11.11,summer-peak
Boston -> Nashville,Jul,14.98,summer-peak
Boston -> Nashville,Aug,10.63,summer-peak
Boston -> Nashville,Sep,13.04,summer-peak
Boston -> Nashville,Oct,10.14,summer-peak
Boston -> Nashville,Nov,10.63,summer-peak
Boston -> Nashville,Dec,2.9,summer-peak
Boston -> Pittsburgh,Jan,4.44,summer-peak
Boston -> Pittsburgh,Feb,4.44,summer-peak
Boston -> Pittsburgh,Mar,3.7,summer-peak
Boston -> Pittsburgh,Apr,4.44,summer-peak
Boston -> Pittsburgh,May,9.63,summer-peak
Boston -> Pittsburgh,Jun,9.63,summer-peak
Boston -> Pittsburgh,Jul,14.07,summer-peak
Boston -> Pittsburgh,Aug,13.33,summer-peak
Boston -> Pittsburgh,Sep,14.07,summer-peak
Boston -> Pittsburgh,Oct,7.41,summer-peak
Boston -> Pittsburgh,Nov,9.63,summer-peak
Boston -> Pittsburgh,Dec,5.19,summer-peak
Charlotte -> Boston,Jan,4.36,summer-peak
Charlotte -> Boston,Feb,3.85,summer-peak
Charlotte -> Boston,Mar,4.62,summer-peak
Charlotte -> Boston,Apr,5.9,summer-peak
Charlotte -> Boston,May,10.77,summer-peak
Charlotte -> Boston,Jun,12.82,summer-peak
Charlotte -> Boston,Jul,14.1,summer-peak
Charlotte -> Boston,Aug,12.31,summer-peak
Charlotte -> Boston,Sep,8.46,summer-peak
Charlotte -> Boston,Oct,13.08,summer-peak
Charlotte -> Boston,Nov,4.87,summer-peak
Charlotte -> Boston,Dec,4.87,summer-peak
Charlotte -> Denver,Jan,5.48,summer-peak
Charlotte -> Denver,Feb,5.48,summer-peak
Charlotte -> Denver,Mar,6.85,summer-peak
Charlotte -> Denver,Apr,6.85,summer-peak
Charlotte -> Denver,May,10.96,summer-peak
Charlotte -> Denver,Jun,9.59,summer-peak
Charlotte -> Denver,Jul,12.33,summer-peak
Charlotte -> Denver,Aug,9.59,summer-peak
Charlotte -> Denver,Sep,16.44,summer-peak
Charlotte -> Denver,Oct,8.22,summer-peak
Charlotte -> Denver,Nov,1.37,summer-peak
Charlotte -> Denver,Dec,6.85,summer-peak
Chicago -> Minneapolis,Jan,6.67,summer-peak
Chicago -> Minneapolis,Feb,7.62,summer-peak
Chicago -> Minneapolis,Mar,2.86,summer-peak
Chicago -> Minneapolis,Apr,4.76,summer-peak
Chicago -> Minneapolis,May,11.43,summer-peak
Chicago -> Minneapolis,Jun,8.57,summer-peak
Chicago -> Minneapolis,Jul,12.38,summer-peak
Chicago -> Minneapolis,Aug,12.38,summer-peak
Chicago -> Minneapolis,Sep,7.62,summer-peak
Chicago -> Minneapolis,Oct,11.43,summer-peak
Chicago -> Minneapolis,Nov,7.62,summer-peak
Chicago -> Minneapolis,Dec,6.67,summer-peak
DMV -> Detroit,Jan,2.22,summer-peak
DMV -> Detroit,Feb,6.67,summer-peak
DMV -> Detroit,Mar,2.22,summer-peak
DMV -> Detroit,Apr,8.89,summer-peak
DMV -> Detroit,May,8.89,summer-peak
DMV -> Detroit,Jun,6.67,summer-peak
DMV -> Detroit,Jul,33.33,summer-peak
DMV -> Detroit,Aug,2.22,summer-peak
DMV -> Detroit,Sep,4.44,summer-peak
DMV -> Detroit,Oct,8.89,summer-peak
DMV -> Detroit,Nov,11.11,summer-peak
DMV -> Detroit,Dec,4.44,summer-peak
Dallas -> Detroit,Jan,7.78,summer-peak
Dallas -> Detroit,Feb,5.56,summer-peak
Dallas -> Detroit,Mar,3.33,summer-peak
Dallas -> Detroit,Apr,8.89,summer-peak
Dallas -> Detroit,May,8.33,summer-peak
Dallas -> Detroit,Jun,12.22,summer-peak
Dallas -> Detroit,Jul,11.67,summer-peak
Dallas -> Detroit,Aug,9.44,summer-peak
Dallas -> Detroit,Sep,9.44,summer-peak
Dallas -> Detroit,Oct,9.44,summer-peak
Dallas -> Detroit,Nov,7.22,summer-peak
Dallas -> Detroit,Dec,6.67,summer-peak
Dallas -> Houston,Jan,0.0,summer-peak
Dallas -> Houston,Feb,6.12,summer-peak
Dallas -> Houston,Mar,8.16,summer-peak
Dallas -> Houston,Apr,6.12,summer-peak
Dallas -> Houston,May,14.29,summer-peak
Dallas -> Houston,Jun,10.2,summer-peak
Dallas -> Houston,Jul,20.41,summer-peak
Dallas -> Houston,Aug,2.04,summer-peak
Dallas -> Houston,Sep,8.16,summer-peak
Dallas -> Houston,Oct,2.04,summer-peak
Dallas -> Houston,Nov,10.2,summer-peak
Dallas -> Houston,Dec,12.24,summer-peak
Dallas -> Nashville,Jan,4.02,summer-peak
Dallas -> Nashville,Feb,2.51,summer-peak
Dallas -> Nashville,Mar,4.02,summer-peak
Dallas -> Nashville,Apr,8.04,summer-peak
Dallas -> Nashville,May,13.57,summer-peak
Dallas -> Nashville,Jun,9.05,summer-peak
Dallas -> Nashville,Jul,13.57,summer-peak
Dallas -> Nashville,Aug,10.05,summer-peak
Dallas -> Nashville,Sep,11.56,summer-peak
Dallas -> Nashville,Oct,9.05,summer-peak
Dallas -> Nashville,Nov,8.04,summer-peak
Dallas -> Nashville,Dec,6.53,summer-peak
Dallas -> Seattle,Jan,4.86,summer-peak
Dallas -> Seattle,Feb,10.42,summer-peak
Dallas -> Seattle,Mar,6.94,summer-peak
Dallas -> Seattle,Apr,9.03,summer-peak
Dallas -> Seattle,May,4.86,summer-peak
Dallas -> Seattle,Jun,11.11,summer-peak
Dallas -> Seattle,Jul,12.5,summer-peak
Dallas -> Seattle,Aug,10.42,summer-peak
Dallas -> Seattle,Sep,11.11,summer-peak
Dallas -> Seattle,Oct,6.94,summer-peak
Dallas -> Seattle,Nov,5.56,summer-peak
Dallas -> Seattle,Dec,6.25,summer-peak
Denver -> Boston,Jan,9.62,summer-peak
Denver -> Boston,Feb,1.92,summer-peak
Denver -> Boston,Mar,5.77,summer-peak
Denver -> Boston,Apr,3.85,summer-peak
Denver -> Boston,May,7.69,summer-peak
Denver -> Boston,Jun,11.54,summer-peak
Denver -> Boston,Jul,25.0,summer-peak
Denver -> Boston,Aug,7.69,summer-peak
Denver -> Boston,Sep,3.85,summer-peak
Denver -> Boston,Oct,9.62,summer-peak
Denver -> Boston,Nov,9.62,summer-peak
Denver -> Boston,Dec,3.85,summer-peak
Denver -> Dallas,Jan,8.23,summer-peak
Denver -> Dallas,Feb,7.91,summer-peak
Denver -> Dallas,Mar,8.7,summer-peak
Denver -> Dallas,Apr,3.96,summer-peak
Denver -> Dallas,May,6.41,summer-peak
Denver -> Dallas,Jun,9.02,summer-peak
Denver -> Dallas,Jul,12.9,summer-peak
Denver -> Dallas,Aug,11.95,summer-peak
Denver -> Dallas,Sep,11.0,summer-peak
Denver -> Dallas,Oct,7.28,summer-peak
Denver -> Dallas,Nov,5.06,summer-peak
Denver -> Dallas,Dec,7.59,summer-peak
Denver -> Minneapolis,Jan,6.76,summer-peak
Denver -> Minneapolis,Feb,6.76,summer-peak
Denver -> Minneapolis,Mar,6.76,summer-peak
Denver -> Minneapolis,Apr,5.56,summer-peak
Denver -> Minneapolis,May,4.35,summer-peak
Denver -> Minneapolis,Jun,11.84,summer-peak
Denver -> Minneapolis,Jul,11.11,summer-peak
Denver -> Minneapolis,Aug,15.46,summer-peak
Denver -> Minneapolis,Sep,10.39,summer-peak
Denver -> Minneapolis,Oct,5.8,summer-peak
Denver -> Minneapolis,Nov,5.8,summer-peak
Denver -> Minneapolis,Dec,9.42,summer-peak
Denver -> Seattle,Jan,5.86,summer-peak
Denver -> Seattle,Feb,5.41,summer-peak
Denver -> Seattle,Mar,6.91,summer-peak
Denver -> Seattle,Apr,4.95,summer-peak
Denver -> Seattle,May,5.71,summer-peak
Denver -> Seattle,Jun,13.81,summer-peak
Denver -> Seattle,Jul,12.61,summer-peak
Denver -> Seattle,Aug,12.16,summer-peak
Denver -> Seattle,Sep,11.11,summer-peak
Denver -> Seattle,Oct,6.76,summer-peak
Denver -> Seattle,Nov,8.11,summer-peak
Denver -> Seattle,Dec,6.61,summer-peak
Denver -> St. Louis,Jan,6.82,summer-peak
Denver -> St. Louis,Feb,9.15,summer-peak
Denver -> St. Louis,Mar,8.49,summer-peak
Denver -> St. Louis,Apr,3.49,summer-peak
Denver -> St. Louis,May,5.82,summer-peak
Denver -> St. Louis,Jun,7.82,summer-peak
Denver -> St. Louis,Jul,15.81,summer-peak
Denver -> St. Louis,Aug,11.98,summer-peak
Denver -> St. Louis,Sep,11.48,summer-peak
Denver -> St. Louis,Oct,7.49,summer-peak
Denver -> St. Louis,Nov,3.33,summer-peak
Denver -> St. Louis,Dec,8.32,summer-peak
Detroit -> Boston,Jan,3.89,summer-peak
Detroit -> Boston,Feb,2.78,summer-peak
Detroit -> Boston,Mar,3.33,summer-peak
Detroit -> Boston,Apr,5.56,summer-peak
Detroit -> Boston,May,6.67,summer-peak
Detroit -> Boston,Jun,12.78,summer-peak
Detroit -> Boston,Jul,18.89,summer-peak
Detroit -> Boston,Aug,20.0,summer-peak
Detroit -> Boston,Sep,14.44,summer-peak
Detroit -> Boston,Oct,9.44,summer-peak
Detroit -> Boston,Nov,1.67,summer-peak
Detroit -> Boston,Dec,0.56,summer-peak
Detroit -> Charlotte,Jan,8.0,summer-peak
Detroit -> Charlotte,Feb,4.0,summer-peak
Detroit -> Charlotte,Mar,3.0,summer-peak
Detroit -> Charlotte,Apr,6.0,summer-peak
Detroit -> Charlotte,May,9.0,summer-peak
Detroit -> Charlotte,Jun,10.0,summer-peak
Detroit -> Charlotte,Jul,15.0,summer-peak
Detroit -> Charlotte,Aug,14.0,summer-peak
Detroit -> Charlotte,Sep,12.0,summer-peak
Detroit -> Charlotte,Oct,8.0,summer-peak
Detroit -> Charlotte,Nov,6.0,summer-peak
Detroit -> Charlotte,Dec,5.0,summer-peak
Detroit -> DMV,Jan,3.85,summer-peak
Detroit -> DMV,Feb,0.0,summer-peak
Detroit -> DMV,Mar,0.0,summer-peak
Detroit -> DMV,Apr,0.0,summer-peak
Detroit -> DMV,May,15.38,summer-peak
Detroit -> DMV,Jun,7.69,summer-peak
Detroit -> DMV,Jul,34.62,summer-peak
Detroit -> DMV,Aug,0.0,summer-peak
Detroit -> DMV,Sep,19.23,summer-peak
Detroit -> DMV,Oct,11.54,summer-peak
Detroit -> DMV,Nov,3.85,summer-peak
Detroit -> DMV,Dec,3.85,summer-peak
Detroit -> Dallas,Jan,6.25,summer-peak
Detroit -> Dallas,Feb,6.73,summer-peak
Detroit -> Dallas,Mar,5.77,summer-peak
Detroit -> Dallas,Apr,5.77,summer-peak
Detroit -> Dallas,May,7.21,summer-peak
Detroit -> Dallas,Jun,11.06,summer-peak
Detroit -> Dallas,Jul,12.98,summer-peak
Detroit -> Dallas,Aug,13.94,summer-peak
Detroit -> Dallas,Sep,10.1,summer-peak
Detroit -> Dallas,Oct,6.73,summer-peak
Detroit -> Dallas,Nov,9.62,summer-peak
Detroit -> Dallas,Dec,3.85,summer-peak
Detroit -> Denver,Jan,4.48,summer-peak
Detroit -> Denver,Feb,5.38,summer-peak
Detroit -> Denver,Mar,5.83,summer-peak
Detroit -> Denver,Apr,7.17,summer-peak
Detroit -> Denver,May,6.73,summer-peak
Detroit -> Denver,Jun,9.87,summer-peak
Detroit -> Denver,Jul,14.8,summer-peak
Detroit -> Denver,Aug,16.14,summer-peak
Detroit -> Denver,Sep,11.21,summer-peak
Detroit -> Denver,Oct,6.28,summer-peak
Detroit -> Denver,Nov,6.28,summer-peak
Detroit -> Denver,Dec,5.83,summer-peak
Detroit -> Nashville,Jan,5.45,summer-peak
Detroit -> Nashville,Feb,7.27,summer-peak
Detroit -> Nashville,Mar,5.45,summer-peak
Detroit -> Nashville,Apr,7.27,summer-peak
Detroit -> Nashville,May,16.36,summer-peak
Detroit -> Nashville,Jun,9.09,summer-peak
Detroit -> Nashville,Jul,14.55,summer-peak
Detroit -> Nashville,Aug,10.91,summer-peak
Detroit -> Nashville,Sep,7.27,summer-peak
Detroit -> Nashville,Oct,1.82,summer-peak
Detroit -> Nashville,Nov,9.09,summer-peak
Detroit -> Nashville,Dec,5.45,summer-peak
Detroit -> New York City,Jan,1.61,summer-peak
Detroit -> New York City,Feb,1.08,summer-peak
Detroit -> New York City,Mar,4.3,summer-peak
Detroit -> New York City,Apr,5.38,summer-peak
Detroit -> New York City,May,9.68,summer-peak
Detroit -> New York City,Jun,10.22,summer-peak
Detroit -> New York City,Jul,20.97,summer-peak
Detroit -> New York City,Aug,12.9,summer-peak
Detroit -> New York City,Sep,12.9,summer-peak
Detroit -> New York City,Oct,9.68,summer-peak
Detroit -> New York City,Nov,4.84,summer-peak
Detroit -> New York City,Dec,6.45,summer-peak
LA Basin -> Phoenix Valley,Jan,8.7,summer-peak
LA Basin -> Phoenix Valley,Feb,5.8,summer-peak
LA Basin -> Phoenix Valley,Mar,4.35,summer-peak
LA Basin -> Phoenix Valley,Apr,7.25,summer-peak
LA Basin -> Phoenix Valley,May,11.59,summer-peak
LA Basin -> Phoenix Valley,Jun,4.35,summer-peak
LA Basin -> Phoenix Valley,Jul,17.39,summer-peak
LA Basin -> Phoenix Valley,Aug,8.7,summer-peak
LA Basin -> Phoenix Valley,Sep,10.14,summer-peak
LA Basin -> Phoenix Valley,Oct,7.25,summer-peak
LA Basin -> Phoenix Valley,Nov,4.35,summer-peak
LA Basin -> Phoenix Valley,Dec,10.14,summer-peak
Minneapolis -> Boston,Jan,3.91,summer-peak
Minneapolis -> Boston,Feb,7.03,summer-peak
Minneapolis -> Boston,Mar,4.69,summer-peak
Minneapolis -> Boston,Apr,1.56,summer-peak
Minneapolis -> Boston,May,6.25,summer-peak
Minneapolis -> Boston,Jun,11.72,summer-peak
Minneapolis -> Boston,Jul,17.19,summer-peak
Minneapolis -> Boston,Aug,14.84,summer-peak
Minneapolis -> Boston,Sep,12.5,summer-peak
Minneapolis -> Boston,Oct,10.94,summer-peak
Minneapolis -> Boston,Nov,5.47,summer-peak
Minneapolis -> Boston,Dec,3.91,summer-peak
Minneapolis -> Charlotte,Jan,6.14,summer-peak
Minneapolis -> Charlotte,Feb,0.0,summer-peak
Minneapolis -> Charlotte,Mar,6.14,summer-peak
Minneapolis -> Charlotte,Apr,8.77,summer-peak
Minneapolis -> Charlotte,May,8.77,summer-peak
Minneapolis -> Charlotte,Jun,6.14,summer-peak
Minneapolis -> Charlotte,Jul,14.04,summer-peak
Minneapolis -> Charlotte,Aug,14.04,summer-peak
Minneapolis -> Charlotte,Sep,11.4,summer-peak
Minneapolis -> Charlotte,Oct,7.89,summer-peak
Minneapolis -> Charlotte,Nov,10.53,summer-peak
Minneapolis -> Charlotte,Dec,6.14,summer-peak
Minneapolis -> Chicago,Jan,7.58,summer-peak
Minneapolis -> Chicago,Feb,3.03,summer-peak
Minneapolis -> Chicago,Mar,4.55,summer-peak
Minneapolis -> Chicago,Apr,6.06,summer-peak
Minneapolis -> Chicago,May,9.09,summer-peak
Minneapolis -> Chicago,Jun,13.64,summer-peak
Minneapolis -> Chicago,Jul,16.67,summer-peak
Minneapolis -> Chicago,Aug,6.06,summer-peak
Minneapolis -> Chicago,Sep,9.09,summer-peak
Minneapolis -> Chicago,Oct,10.61,summer-peak
Minneapolis -> Chicago,Nov,10.61,summer-peak
Minneapolis -> Chicago,Dec,3.03,summer-peak
Minneapolis -> Pittsburgh,Jan,5.88,summer-peak
Minneapolis -> Pittsburgh,Feb,2.94,summer-peak
Minneapolis -> Pittsburgh,Mar,0.98,summer-peak
Minneapolis -> Pittsburgh,Apr,4.9,summer-peak
Minneapolis -> Pittsburgh,May,9.8,summer-peak
Minneapolis -> Pittsburgh,Jun,13.73,summer-peak
Minneapolis -> Pittsburgh,Jul,22.55,summer-peak
Minneapolis -> Pittsburgh,Aug,13.73,summer-peak
Minneapolis -> Pittsburgh,Sep,9.8,summer-peak
Minneapolis -> Pittsburgh,Oct,4.9,summer-peak
Minneapolis -> Pittsburgh,Nov,4.9,summer-peak
Minneapolis -> Pittsburgh,Dec,5.88,summer-peak
Minneapolis -> Seattle,Jan,4.4,summer-peak
Minneapolis -> Seattle,Feb,6.29,summer-peak
Minneapolis -> Seattle,Mar,5.03,summer-peak
Minneapolis -> Seattle,Apr,5.66,summer-peak
Minneapolis -> Seattle,May,11.95,summer-peak
Minneapolis -> Seattle,Jun,10.06,summer-peak
Minneapolis -> Seattle,Jul,13.21,summer-peak
