corridor,month,density_pct,cluster_label,slab,intensity
DMV -> Houston,Mar,9.7,multi-peak-directional,9%-12%,3
DMV -> Houston,May,8.75,multi-peak-directional,6%-9%,2
DMV -> Houston,Nov,10.46,multi-peak-directional,9%-12%,3
DMV -> Houston,Oct,10.84,multi-peak-directional,9%-12%,3
DMV -> Houston,Sep,5.51,multi-peak-directional,4%-6%,1
DMV -> LA Basin,Apr,9.07,multi-peak-directional,9%-12%,3
DMV -> LA Basin,Aug,6.42,multi-peak-directional,6%-9%,2
DMV -> LA Basin,Dec,6.42,multi-peak-directional,6%-9%,2
DMV -> LA Basin,Feb,5.81,multi-peak-directional,4%-6%,1
DMV -> LA Basin,Jan,8.56,multi-peak-directional,6%-9%,2
DMV -> LA Basin,Jul,5.91,multi-peak-directional,4%-6%,1
DMV -> LA Basin,Jun,8.66,multi-peak-directional,6%-9%,2
DMV -> LA Basin,Mar,8.15,multi-peak-directional,6%-9%,2
DMV -> LA Basin,May,10.6,multi-peak-directional,9%-12%,3
DMV -> LA Basin,Nov,9.89,multi-peak-directional,9%-12%,3
DMV -> LA Basin,Oct,10.7,multi-peak-directional,9%-12%,3
DMV -> LA Basin,Sep,9.79,multi-peak-directional,9%-12%,3
DMV -> Phoenix Valley,Apr,11.47,multi-peak-directional,9%-12%,3
DMV -> Phoenix Valley,Aug,4.53,multi-peak-directional,4%-6%,1
DMV -> Phoenix Valley,Dec,9.33,multi-peak-directional,9%-12%,3
DMV -> Phoenix Valley,Feb,7.73,multi-peak-directional,6%-9%,2
DMV -> Phoenix Valley,Jan,9.87,multi-peak-directional,9%-12%,3
DMV -> Phoenix Valley,Jul,4.0,multi-peak-directional,4%-6%,1
DMV -> Phoenix Valley,Jun,4.27,multi-peak-directional,4%-6%,1
DMV -> Phoenix Valley,Mar,8.53,multi-peak-directional,6%-9%,2
DMV -> Phoenix Valley,May,8.53,multi-peak-directional,6%-9%,2
DMV -> Phoenix Valley,Nov,7.73,multi-peak-directional,6%-9%,2
DMV -> Phoenix Valley,Oct,14.67,multi-peak-directional,12%-15%,4
DMV -> Phoenix Valley,Sep,9.33,multi-peak-directional,9%-12%,3
DMV -> San Antonio,Apr,12.47,multi-peak-directional,12%-15%,4
DMV -> San Antonio,Aug,5.26,multi-peak-directional,4%-6%,1
DMV -> San Antonio,Dec,7.76,multi-peak-directional,6%-9%,2
DMV -> San Antonio,Feb,8.59,multi-peak-directional,6%-9%,2
DMV -> San Antonio,Jan,6.37,multi-peak-directional,6%-9%,2
DMV -> San Antonio,Jul,4.43,multi-peak-directional,4%-6%,1
DMV -> San Antonio,Jun,6.65,multi-peak-directional,6%-9%,2
DMV -> San Antonio,Mar,9.14,multi-peak-directional,9%-12%,3
DMV -> San Antonio,May,9.14,multi-peak-directional,9%-12%,3
DMV -> San Antonio,Nov,9.42,multi-peak-directional,9%-12%,3
DMV -> San Antonio,Oct,12.47,multi-peak-directional,12%-15%,4
DMV -> San Antonio,Sep,8.31,multi-peak-directional,6%-9%,2
DMV -> Seattle,Apr,4.49,multi-peak-directional,4%-6%,1
DMV -> Seattle,Aug,6.18,multi-peak-directional,6%-9%,2
DMV -> Seattle,Dec,9.27,multi-peak-directional,9%-12%,3
DMV -> Seattle,Feb,7.3,multi-peak-directional,6%-9%,2
DMV -> Seattle,Jan,7.3,multi-peak-directional,6%-9%,2
DMV -> Seattle,Jul,8.71,multi-peak-directional,6%-9%,2
DMV -> Seattle,Jun,12.36,multi-peak-directional,12%-15%,4
DMV -> Seattle,Mar,5.62,multi-peak-directional,4%-6%,1
DMV -> Seattle,May,10.67,multi-peak-directional,9%-12%,3
DMV -> Seattle,Nov,5.9,multi-peak-directional,4%-6%,1
DMV -> Seattle,Oct,11.52,multi-peak-directional,9%-12%,3
DMV -> Seattle,Sep,10.67,multi-peak-directional,9%-12%,3
Dallas -> Bay Area,Apr,8.08,multi-peak-directional,6%-9%,2
Dallas -> Bay Area,Aug,9.08,multi-peak-directional,9%-12%,3
Dallas -> Bay Area,Dec,7.14,multi-peak-directional,6%-9%,2
Dallas -> Bay Area,Feb,7.41,multi-peak-directional,6%-9%,2
Dallas -> Bay Area,Jan,6.61,multi-peak-directional,6%-9%,2
Dallas -> Bay Area,Jul,8.01,multi-peak-directional,6%-9%,2
Dallas -> Bay Area,Jun,8.88,multi-peak-directional,6%-9%,2
Dallas -> Bay Area,Mar,7.14,multi-peak-directional,6%-9%,2
Dallas -> Bay Area,May,8.34,multi-peak-directional,6%-9%,2
Dallas -> Bay Area,Nov,8.61,multi-peak-directional,6%-9%,2
Dallas -> Bay Area,Oct,11.15,multi-peak-directional,9%-12%,3
Dallas -> Bay Area,Sep,9.55,multi-peak-directional,9%-12%,3
Dallas -> LA Basin,Apr,9.41,multi-peak-directional,9%-12%,3
Dallas -> LA Basin,Aug,6.6,multi-peak-directional,6%-9%,2
Dallas -> LA Basin,Dec,8.84,multi-peak-directional,6%-9%,2
Dallas -> LA Basin,Feb,9.02,multi-peak-directional,9%-12%,3
Dallas -> LA Basin,Jan,7.17,multi-peak-directional,6%-9%,2
Dallas -> LA Basin,Jul,6.02,multi-peak-directional,6%-9%,2
Dallas -> LA Basin,Jun,6.93,multi-peak-directional,6%-9%,2
Dallas -> LA Basin,Mar,8.96,multi-peak-directional,6%-9%,2
Dallas -> LA Basin,May,9.71,multi-peak-directional,9%-12%,3
Dallas -> LA Basin,Nov,9.44,multi-peak-directional,9%-12%,3
Dallas -> LA Basin,Oct,10.17,multi-peak-directional,9%-12%,3
Dallas -> LA Basin,Sep,7.75,multi-peak-directional,6%-9%,2
Dallas -> New York City,Apr,7.42,multi-peak-directional,6%-9%,2
Dallas -> New York City,Aug,8.29,multi-peak-directional,6%-9%,2
Dallas -> New York City,Dec,10.28,multi-peak-directional,9%-12%,3
Dallas -> New York City,Feb,5.14,multi-peak-directional,4%-6%,1
Dallas -> New York City,Jan,4.9,multi-peak-directional,4%-6%,1
Dallas -> New York City,Jul,7.13,multi-peak-directional,6%-9%,2
Dallas -> New York City,Jun,8.58,multi-peak-directional,6%-9%,2
Dallas -> New York City,Mar,5.82,multi-peak-directional,4%-6%,1
Dallas -> New York City,May,9.36,multi-peak-directional,9%-12%,3
Dallas -> New York City,Nov,10.04,multi-peak-directional,9%-12%,3
Dallas -> New York City,Oct,10.33,multi-peak-directional,9%-12%,3
Dallas -> New York City,Sep,12.71,multi-peak-directional,12%-15%,4
Denver -> Bay Area,Apr,6.6,multi-peak-directional,6%-9%,2
Denver -> Bay Area,Aug,7.11,multi-peak-directional,6%-9%,2
Denver -> Bay Area,Dec,12.69,multi-peak-directional,12%-15%,4
Denver -> Bay Area,Feb,13.71,multi-peak-directional,12%-15%,4
Denver -> Bay Area,Jan,5.58,multi-peak-directional,4%-6%,1
Denver -> Bay Area,Jul,5.58,multi-peak-directional,4%-6%,1
Denver -> Bay Area,Jun,6.09,multi-peak-directional,6%-9%,2
Denver -> Bay Area,Mar,7.61,multi-peak-directional,6%-9%,2
Denver -> Bay Area,May,5.08,multi-peak-directional,4%-6%,1
Denver -> Bay Area,Nov,12.69,multi-peak-directional,12%-15%,4
Denver -> Bay Area,Oct,11.17,multi-peak-directional,9%-12%,3
Denver -> Bay Area,Sep,6.09,multi-peak-directional,6%-9%,2
Denver -> LA Basin,Apr,5.31,multi-peak-directional,4%-6%,1
Denver -> LA Basin,Aug,6.64,multi-peak-directional,6%-9%,2
Denver -> LA Basin,Dec,8.85,multi-peak-directional,6%-9%,2
Denver -> LA Basin,Feb,16.37,multi-peak-directional,> 15%,5
Denver -> LA Basin,Jan,4.87,multi-peak-directional,4%-6%,1
Denver -> LA Basin,Jul,6.19,multi-peak-directional,6%-9%,2
Denver -> LA Basin,Jun,8.41,multi-peak-directional,6%-9%,2
Denver -> LA Basin,Mar,7.96,multi-peak-directional,6%-9%,2
Denver -> LA Basin,May,5.75,multi-peak-directional,4%-6%,1
Denver -> LA Basin,Nov,11.95,multi-peak-directional,9%-12%,3
Denver -> LA Basin,Oct,9.29,multi-peak-directional,9%-12%,3
Denver -> LA Basin,Sep,8.41,multi-peak-directional,6%-9%,2
Denver -> Seattle,Apr,6.33,multi-peak-directional,6%-9%,2
Denver -> Seattle,Aug,7.69,multi-peak-directional,6%-9%,2
Denver -> Seattle,Dec,13.12,multi-peak-directional,12%-15%,4
Denver -> Seattle,Feb,9.05,multi-peak-directional,9%-12%,3
Denver -> Seattle,Jan,9.95,multi-peak-directional,9%-12%,3
Denver -> Seattle,Jul,6.33,multi-peak-directional,6%-9%,2
Denver -> Seattle,Jun,9.05,multi-peak-directional,9%-12%,3
Denver -> Seattle,Mar,5.43,multi-peak-directional,4%-6%,1
Denver -> Seattle,May,7.69,multi-peak-directional,6%-9%,2
Denver -> Seattle,Nov,9.95,multi-peak-directional,9%-12%,3
Denver -> Seattle,Oct,8.6,multi-peak-directional,6%-9%,2
Denver -> Seattle,Sep,6.79,multi-peak-directional,6%-9%,2
Detroit -> Houston,Apr,7.08,multi-peak-directional,6%-9%,2
Detroit -> Houston,Aug,7.08,multi-peak-directional,6%-9%,2
Detroit -> Houston,Dec,8.33,multi-peak-directional,6%-9%,2
Detroit -> Houston,Feb,7.92,multi-peak-directional,6%-9%,2
Detroit -> Houston,Jan,12.92,multi-peak-directional,12%-15%,4
Detroit -> Houston,Jul,8.75,multi-peak-directional,6%-9%,2
Detroit -> Houston,Jun,7.92,multi-peak-directional,6%-9%,2
Detroit -> Houston,Mar,7.92,multi-peak-directional,6%-9%,2
Detroit -> Houston,May,11.25,multi-peak-directional,9%-12%,3
Detroit -> Houston,Nov,10.0,multi-peak-directional,9%-12%,3
Detroit -> Houston,Oct,4.17,multi-peak-directional,4%-6%,1
Detroit -> Houston,Sep,6.67,multi-peak-directional,6%-9%,2
Detroit -> LA Basin,Apr,7.06,multi-peak-directional,6%-9%,2
Detroit -> LA Basin,Aug,8.83,multi-peak-directional,6%-9%,2
Detroit -> LA Basin,Dec,5.92,multi-peak-directional,4%-6%,1
Detroit -> LA Basin,Feb,7.17,multi-peak-directional,6%-9%,2
Detroit -> LA Basin,Jan,6.96,multi-peak-directional,6%-9%,2
Detroit -> LA Basin,Jul,8.2,multi-peak-directional,6%-9%,2
Detroit -> LA Basin,Jun,8.31,multi-peak-directional,6%-9%,2
Detroit -> LA Basin,Mar,6.75,multi-peak-directional,6%-9%,2
Detroit -> LA Basin,May,7.68,multi-peak-directional,6%-9%,2
Detroit -> LA Basin,Nov,10.49,multi-peak-directional,9%-12%,3
Detroit -> LA Basin,Oct,11.11,multi-peak-directional,9%-12%,3
Detroit -> LA Basin,Sep,11.53,multi-peak-directional,9%-12%,3
Detroit -> Phoenix Valley,Apr,7.91,multi-peak-directional,6%-9%,2
Detroit -> Phoenix Valley,Aug,6.41,multi-peak-directional,6%-9%,2
Detroit -> Phoenix Valley,Dec,8.76,multi-peak-directional,6%-9%,2
Detroit -> Phoenix Valley,Feb,7.91,multi-peak-directional,6%-9%,2
Detroit -> Phoenix Valley,Jan,6.62,multi-peak-directional,6%-9%,2
Detroit -> Phoenix Valley,Jul,7.05,multi-peak-directional,6%-9%,2
Detroit -> Phoenix Valley,Jun,5.56,multi-peak-directional,4%-6%,1
Detroit -> Phoenix Valley,Mar,8.76,multi-peak-directional,6%-9%,2
Detroit -> Phoenix Valley,May,7.48,multi-peak-directional,6%-9%,2
Detroit -> Phoenix Valley,Nov,11.32,multi-peak-directional,9%-12%,3
Detroit -> Phoenix Valley,Oct,11.75,multi-peak-directional,9%-12%,3
Detroit -> Phoenix Valley,Sep,10.47,multi-peak-directional,9%-12%,3
Detroit -> San Antonio,Apr,10.94,multi-peak-directional,9%-12%,3
Detroit -> San Antonio,Aug,6.64,multi-peak-directional,6%-9%,2
Detroit -> San Antonio,Dec,7.03,multi-peak-directional,6%-9%,2
Detroit -> San Antonio,Feb,8.2,multi-peak-directional,6%-9%,2
Detroit -> San Antonio,Jan,7.81,multi-peak-directional,6%-9%,2
Detroit -> San Antonio,Jul,5.86,multi-peak-directional,4%-6%,1
Detroit -> San Antonio,Jun,8.2,multi-peak-directional,6%-9%,2
Detroit -> San Antonio,Mar,7.81,multi-peak-directional,6%-9%,2
Detroit -> San Antonio,May,8.2,multi-peak-directional,6%-9%,2
Detroit -> San Antonio,Nov,10.16,multi-peak-directional,9%-12%,3
Detroit -> San Antonio,Oct,9.38,multi-peak-directional,9%-12%,3
Detroit -> San Antonio,Sep,9.77,multi-peak-directional,9%-12%,3
Houston -> Bay Area,Apr,8.07,multi-peak-directional,6%-9%,2
Houston -> Bay Area,Aug,9.92,multi-peak-directional,9%-12%,3
Houston -> Bay Area,Dec,7.94,multi-peak-directional,6%-9%,2
Houston -> Bay Area,Feb,7.8,multi-peak-directional,6%-9%,2
Houston -> Bay Area,Jan,9.66,multi-peak-directional,9%-12%,3
Houston -> Bay Area,Jul,8.07,multi-peak-directional,6%-9%,2
Houston -> Bay Area,Jun,9.26,multi-peak-directional,9%-12%,3
Houston -> Bay Area,Mar,7.28,multi-peak-directional,6%-9%,2
Houston -> Bay Area,May,7.54,multi-peak-directional,6%-9%,2
Houston -> Bay Area,Nov,8.47,multi-peak-directional,6%-9%,2
Houston -> Bay Area,Oct,8.33,multi-peak-directional,6%-9%,2
Houston -> Bay Area,Sep,7.67,multi-peak-directional,6%-9%,2
Houston -> LA Basin,Apr,9.29,multi-peak-directional,9%-12%,3
Houston -> LA Basin,Aug,7.47,multi-peak-directional,6%-9%,2
Houston -> LA Basin,Dec,8.27,multi-peak-directional,6%-9%,2
Houston -> LA Basin,Feb,9.08,multi-peak-directional,9%-12%,3
Houston -> LA Basin,Jan,9.02,multi-peak-directional,9%-12%,3
Houston -> LA Basin,Jul,6.5,multi-peak-directional,6%-9%,2
Houston -> LA Basin,Jun,6.93,multi-peak-directional,6%-9%,2
Houston -> LA Basin,Mar,8.75,multi-peak-directional,6%-9%,2
Houston -> LA Basin,May,8.7,multi-peak-directional,6%-9%,2
Houston -> LA Basin,Nov,9.02,multi-peak-directional,9%-12%,3
Houston -> LA Basin,Oct,10.2,multi-peak-directional,9%-12%,3
Houston -> LA Basin,Sep,6.77,multi-peak-directional,6%-9%,2
Houston -> New York City,Apr,6.79,multi-peak-directional,6%-9%,2
Houston -> New York City,Aug,7.4,multi-peak-directional,6%-9%,2
Houston -> New York City,Dec,8.36,multi-peak-directional,6%-9%,2
Houston -> New York City,Feb,5.84,multi-peak-directional,4%-6%,1
Houston -> New York City,Jan,5.57,multi-peak-directional,4%-6%,1
Houston -> New York City,Jul,8.54,multi-peak-directional,6%-9%,2
Houston -> New York City,Jun,9.93,multi-peak-directional,9%-12%,3
Houston -> New York City,Mar,7.75,multi-peak-directional,6%-9%,2
Houston -> New York City,May,9.32,multi-peak-directional,9%-12%,3
Houston -> New York City,Nov,10.37,multi-peak-directional,9%-12%,3
Houston -> New York City,Oct,9.58,multi-peak-directional,9%-12%,3
Houston -> New York City,Sep,10.54,multi-peak-directional,9%-12%,3
Houston -> Philadelphia,Apr,6.94,multi-peak-directional,6%-9%,2
Houston -> Philadelphia,Aug,9.83,multi-peak-directional,9%-12%,3
Houston -> Philadelphia,Dec,8.67,multi-peak-directional,6%-9%,2
Houston -> Philadelphia,Feb,4.62,multi-peak-directional,4%-6%,1
Houston -> Philadelphia,Jan,5.78,multi-peak-directional,4%-6%,1
Houston -> Philadelphia,Jul,7.51,multi-peak-directional,6%-9%,2
Houston -> Philadelphia,Jun,9.83,multi-peak-directional,9%-12%,3
Houston -> Philadelphia,Mar,7.51,multi-peak-directional,6%-9%,2
Houston -> Philadelphia,May,12.14,multi-peak-directional,12%-15%,4
Houston -> Philadelphia,Nov,9.83,multi-peak-directional,9%-12%,3
Houston -> Philadelphia,Oct,11.56,multi-peak-directional,9%-12%,3
Houston -> Philadelphia,Sep,5.78,multi-peak-directional,4%-6%,1
Houston -> Pittsburgh,Apr,4.76,multi-peak-directional,4%-6%,1
Houston -> Pittsburgh,Aug,7.14,multi-peak-directional,6%-9%,2
Houston -> Pittsburgh,Dec,11.9,multi-peak-directional,9%-12%,3
Houston -> Pittsburgh,Feb,7.14,multi-peak-directional,6%-9%,2
Houston -> Pittsburgh,Jan,0.0,multi-peak-directional,< 4%,0
Houston -> Pittsburgh,Jul,7.14,multi-peak-directional,6%-9%,2
Houston -> Pittsburgh,Jun,7.14,multi-peak-directional,6%-9%,2
Houston -> Pittsburgh,Mar,0.0,multi-peak-directional,< 4%,0
Houston -> Pittsburgh,May,9.52,multi-peak-directional,9%-12%,3
Houston -> Pittsburgh,Nov,11.9,multi-peak-directional,9%-12%,3
Houston -> Pittsburgh,Oct,16.67,multi-peak-directional,> 15%,5
Houston -> Pittsburgh,Sep,16.67,multi-peak-directional,> 15%,5
Houston -> Seattle,Apr,6.3,multi-peak-directional,6%-9%,2
Houston -> Seattle,Aug,7.51,multi-peak-directional,6%-9%,2
Houston -> Seattle,Dec,7.99,multi-peak-directional,6%-9%,2
Houston -> Seattle,Feb,6.54,multi-peak-directional,6%-9%,2
Houston -> Seattle,Jan,10.9,multi-peak-directional,9%-12%,3
Houston -> Seattle,Jul,10.17,multi-peak-directional,9%-12%,3
Houston -> Seattle,Jun,9.2,multi-peak-directional,9%-12%,3
Houston -> Seattle,Mar,8.23,multi-peak-directional,6%-9%,2
Houston -> Seattle,May,9.69,multi-peak-directional,9%-12%,3
Houston -> Seattle,Nov,7.51,multi-peak-directional,6%-9%,2
Houston -> Seattle,Oct,7.26,multi-peak-directional,6%-9%,2
Houston -> Seattle,Sep,8.72,multi-peak-directional,6%-9%,2
LA Basin -> Atlanta,Apr,10.43,multi-peak-directional,9%-12%,3
LA Basin -> Atlanta,Aug,5.8,multi-peak-directional,4%-6%,1
LA Basin -> Atlanta,Dec,7.25,multi-peak-directional,6%-9%,2
LA Basin -> Atlanta,Feb,10.43,multi-peak-directional,9%-12%,3
LA Basin -> Atlanta,Jan,8.79,multi-peak-directional,6%-9%,2
LA Basin -> Atlanta,Jul,5.89,multi-peak-directional,4%-6%,1
LA Basin -> Atlanta,Jun,7.63,multi-peak-directional,6%-9%,2
LA Basin -> Atlanta,Mar,8.02,multi-peak-directional,6%-9%,2
LA Basin -> Atlanta,May,8.41,multi-peak-directional,6%-9%,2
LA Basin -> Atlanta,Nov,10.24,multi-peak-directional,9%-12%,3
LA Basin -> Atlanta,Oct,8.6,multi-peak-directional,6%-9%,2
LA Basin -> Atlanta,Sep,8.5,multi-peak-directional,6%-9%,2
LA Basin -> Charlotte,Apr,9.67,multi-peak-directional,9%-12%,3
LA Basin -> Charlotte,Aug,5.94,multi-peak-directional,4%-6%,1
LA Basin -> Charlotte,Dec,9.25,multi-peak-directional,9%-12%,3
LA Basin -> Charlotte,Feb,8.98,multi-peak-directional,6%-9%,2
LA Basin -> Charlotte,Jan,7.32,multi-peak-directional,6%-9%,2
LA Basin -> Charlotte,Jul,5.66,multi-peak-directional,4%-6%,1
LA Basin -> Charlotte,Jun,7.6,multi-peak-directional,6%-9%,2
LA Basin -> Charlotte,Mar,8.56,multi-peak-directional,6%-9%,2
LA Basin -> Charlotte,May,10.08,multi-peak-directional,9%-12%,3
LA Basin -> Charlotte,Nov,8.43,multi-peak-directional,6%-9%,2
LA Basin -> Charlotte,Oct,9.39,multi-peak-directional,9%-12%,3
LA Basin -> Charlotte,Sep,9.12,multi-peak-directional,9%-12%,3
LA Basin -> Chicago,Apr,7.95,multi-peak-directional,6%-9%,2
LA Basin -> Chicago,Aug,7.35,multi-peak-directional,6%-9%,2
LA Basin -> Chicago,Dec,7.39,multi-peak-directional,6%-9%,2
LA Basin -> Chicago,Feb,6.71,multi-peak-directional,6%-9%,2
LA Basin -> Chicago,Jan,6.44,multi-peak-directional,6%-9%,2
LA Basin -> Chicago,Jul,8.26,multi-peak-directional,6%-9%,2
LA Basin -> Chicago,Jun,7.87,multi-peak-directional,6%-9%,2
LA Basin -> Chicago,Mar,8.94,multi-peak-directional,6%-9%,2
LA Basin -> Chicago,May,10.69,multi-peak-directional,9%-12%,3
LA Basin -> Chicago,Nov,8.86,multi-peak-directional,6%-9%,2
LA Basin -> Chicago,Oct,9.61,multi-peak-directional,9%-12%,3
LA Basin -> Chicago,Sep,9.93,multi-peak-directional,9%-12%,3
LA Basin -> DMV,Apr,9.09,multi-peak-directional,9%-12%,3
LA Basin -> DMV,Aug,6.6,multi-peak-directional,6%-9%,2
LA Basin -> DMV,Dec,8.52,multi-peak-directional,6%-9%,2
LA Basin -> DMV,Feb,5.74,multi-peak-directional,4%-6%,1
LA Basin -> DMV,Jan,8.42,multi-peak-directional,6%-9%,2
LA Basin -> DMV,Jul,5.93,multi-peak-directional,4%-6%,1
LA Basin -> DMV,Jun,8.23,multi-peak-directional,6%-9%,2
LA Basin -> DMV,Mar,8.52,multi-peak-directional,6%-9%,2
LA Basin -> DMV,May,9.28,multi-peak-directional,9%-12%,3
LA Basin -> DMV,Nov,9.76,multi-peak-directional,9%-12%,3
LA Basin -> DMV,Oct,9.67,multi-peak-directional,9%-12%,3
LA Basin -> DMV,Sep,10.24,multi-peak-directional,9%-12%,3
LA Basin -> Detroit,Apr,8.1,multi-peak-directional,6%-9%,2
LA Basin -> Detroit,Aug,7.38,multi-peak-directional,6%-9%,2
LA Basin -> Detroit,Dec,6.67,multi-peak-directional,6%-9%,2
LA Basin -> Detroit,Feb,7.79,multi-peak-directional,6%-9%,2
LA Basin -> Detroit,Jan,5.74,multi-peak-directional,4%-6%,1
LA Basin -> Detroit,Jul,7.9,multi-peak-directional,6%-9%,2
LA Basin -> Detroit,Jun,9.64,multi-peak-directional,9%-12%,3
LA Basin -> Detroit,Mar,8.72,multi-peak-directional,6%-9%,2
LA Basin -> Detroit,May,9.54,multi-peak-directional,9%-12%,3
LA Basin -> Detroit,Nov,8.72,multi-peak-directional,6%-9%,2
LA Basin -> Detroit,Oct,10.67,multi-peak-directional,9%-12%,3
LA Basin -> Detroit,Sep,9.13,multi-peak-directional,9%-12%,3
LA Basin -> Houston,Apr,7.88,multi-peak-directional,6%-9%,2
LA Basin -> Houston,Aug,10.36,multi-peak-directional,9%-12%,3
LA Basin -> Houston,Dec,7.37,multi-peak-directional,6%-9%,2
LA Basin -> Houston,Feb,7.81,multi-peak-directional,6%-9%,2
LA Basin -> Houston,Jan,6.28,multi-peak-directional,6%-9%,2
LA Basin -> Houston,Jul,8.39,multi-peak-directional,6%-9%,2
LA Basin -> Houston,Jun,8.47,multi-peak-directional,6%-9%,2
LA Basin -> Houston,Mar,7.01,multi-peak-directional,6%-9%,2
LA Basin -> Houston,May,8.32,multi-peak-directional,6%-9%,2
LA Basin -> Houston,Nov,9.42,multi-peak-directional,9%-12%,3
LA Basin -> Houston,Oct,9.05,multi-peak-directional,9%-12%,3
LA Basin -> Houston,Sep,9.64,multi-peak-directional,9%-12%,3
LA Basin -> Minneapolis,Apr,9.98,multi-peak-directional,9%-12%,3
LA Basin -> Minneapolis,Aug,8.9,multi-peak-directional,6%-9%,2
LA Basin -> Minneapolis,Dec,8.0,multi-peak-directional,6%-9%,2
LA Basin -> Minneapolis,Feb,6.68,multi-peak-directional,6%-9%,2
LA Basin -> Minneapolis,Jan,8.41,multi-peak-directional,6%-9%,2
LA Basin -> Minneapolis,Jul,7.01,multi-peak-directional,6%-9%,2
LA Basin -> Minneapolis,Jun,7.83,multi-peak-directional,6%-9%,2
LA Basin -> Minneapolis,Mar,8.41,multi-peak-directional,6%-9%,2
LA Basin -> Minneapolis,May,11.38,multi-peak-directional,9%-12%,3
LA Basin -> Minneapolis,Nov,7.42,multi-peak-directional,6%-9%,2
LA Basin -> Minneapolis,Oct,7.75,multi-peak-directional,6%-9%,2
LA Basin -> Minneapolis,Sep,8.24,multi-peak-directional,6%-9%,2
LA Basin -> Nashville,Apr,11.34,multi-peak-directional,9%-12%,3
LA Basin -> Nashville,Aug,7.59,multi-peak-directional,6%-9%,2
LA Basin -> Nashville,Dec,7.03,multi-peak-directional,6%-9%,2
LA Basin -> Nashville,Feb,6.28,multi-peak-directional,6%-9%,2
LA Basin -> Nashville,Jan,7.59,multi-peak-directional,6%-9%,2
LA Basin -> Nashville,Jul,6.19,multi-peak-directional,6%-9%,2
LA Basin -> Nashville,Jun,6.84,multi-peak-directional,6%-9%,2
LA Basin -> Nashville,Mar,7.31,multi-peak-directional,6%-9%,2
LA Basin -> Nashville,May,10.59,multi-peak-directional,9%-12%,3
LA Basin -> Nashville,Nov,10.4,multi-peak-directional,9%-12%,3
LA Basin -> Nashville,Oct,9.93,multi-peak-directional,9%-12%,3
LA Basin -> Nashville,Sep,8.9,multi-peak-directional,6%-9%,2
LA Basin -> New York City,Apr,9.59,multi-peak-directional,9%-12%,3
LA Basin -> New York City,Aug,6.78,multi-peak-directional,6%-9%,2
LA Basin -> New York City,Dec,6.62,multi-peak-directional,6%-9%,2
LA Basin -> New York City,Feb,6.69,multi-peak-directional,6%-9%,2
LA Basin -> New York City,Jan,5.71,multi-peak-directional,4%-6%,1
LA Basin -> New York City,Jul,6.03,multi-peak-directional,6%-9%,2
LA Basin -> New York City,Jun,9.17,multi-peak-directional,9%-12%,3
LA Basin -> New York City,Mar,8.55,multi-peak-directional,6%-9%,2
LA Basin -> New York City,May,10.7,multi-peak-directional,9%-12%,3
LA Basin -> New York City,Nov,9.95,multi-peak-directional,9%-12%,3
LA Basin -> New York City,Oct,10.5,multi-peak-directional,9%-12%,3
LA Basin -> New York City,Sep,9.72,multi-peak-directional,9%-12%,3
LA Basin -> North Florida,Apr,10.26,multi-peak-directional,9%-12%,3
LA Basin -> North Florida,Aug,6.49,multi-peak-directional,6%-9%,2
LA Basin -> North Florida,Dec,9.39,multi-peak-directional,9%-12%,3
LA Basin -> North Florida,Feb,10.84,multi-peak-directional,9%-12%,3
LA Basin -> North Florida,Jan,7.55,multi-peak-directional,6%-9%,2
LA Basin -> North Florida,Jul,6.0,multi-peak-directional,6%-9%,2
LA Basin -> North Florida,Jun,6.87,multi-peak-directional,6%-9%,2
LA Basin -> North Florida,Mar,8.81,multi-peak-directional,6%-9%,2
LA Basin -> North Florida,May,8.52,multi-peak-directional,6%-9%,2
LA Basin -> North Florida,Nov,10.75,multi-peak-directional,9%-12%,3
LA Basin -> North Florida,Oct,8.62,multi-peak-directional,6%-9%,2
LA Basin -> North Florida,Sep,5.91,multi-peak-directional,4%-6%,1
LA Basin -> Philadelphia,Apr,7.92,multi-peak-directional,6%-9%,2
LA Basin -> Philadelphia,Aug,7.92,multi-peak-directional,6%-9%,2
LA Basin -> Philadelphia,Dec,7.13,multi-peak-directional,6%-9%,2
LA Basin -> Philadelphia,Feb,5.35,multi-peak-directional,4%-6%,1
LA Basin -> Philadelphia,Jan,6.93,multi-peak-directional,6%-9%,2
LA Basin -> Philadelphia,Jul,6.73,multi-peak-directional,6%-9%,2
LA Basin -> Philadelphia,Jun,9.31,multi-peak-directional,9%-12%,3
LA Basin -> Philadelphia,Mar,8.32,multi-peak-directional,6%-9%,2
LA Basin -> Philadelphia,May,11.49,multi-peak-directional,9%-12%,3
LA Basin -> Philadelphia,Nov,9.7,multi-peak-directional,9%-12%,3
LA Basin -> Philadelphia,Oct,11.09,multi-peak-directional,9%-12%,3
LA Basin -> Philadelphia,Sep,8.12,multi-peak-directional,6%-9%,2
LA Basin -> Pittsburgh,Apr,8.73,multi-peak-directional,6%-9%,2
LA Basin -> Pittsburgh,Aug,7.81,multi-peak-directional,6%-9%,2
LA Basin -> Pittsburgh,Dec,7.5,multi-peak-directional,6%-9%,2
LA Basin -> Pittsburgh,Feb,7.66,multi-peak-directional,6%-9%,2
LA Basin -> Pittsburgh,Jan,6.74,multi-peak-directional,6%-9%,2
