corridor,month,seasonality_index,cluster_label,slab,intensity
Atlanta -> North Florida,Aug,1.12,multi-peak-directional,1.0x-1.3x,3
Atlanta -> North Florida,Sep,1.12,multi-peak-directional,1.0x-1.3x,3
Atlanta -> North Florida,Oct,0.28,multi-peak-directional,< 0.5x,0
Atlanta -> North Florida,Nov,0.84,multi-peak-directional,0.7x-1.0x,2
Atlanta -> North Florida,Dec,1.12,multi-peak-directional,1.0x-1.3x,3
Atlanta -> San Antonio,Jan,0.59,multi-peak-directional,0.5x-0.7x,1
Atlanta -> San Antonio,Feb,0.55,multi-peak-directional,0.5x-0.7x,1
Atlanta -> San Antonio,Mar,1.14,multi-peak-directional,1.0x-1.3x,3
Atlanta -> San Antonio,Apr,2.09,multi-peak-directional,>= 1.6x,5
Atlanta -> San Antonio,May,0.64,multi-peak-directional,0.5x-0.7x,1
Atlanta -> San Antonio,Jun,0.77,multi-peak-directional,0.7x-1.0x,2
Atlanta -> San Antonio,Jul,0.86,multi-peak-directional,0.7x-1.0x,2
Atlanta -> San Antonio,Aug,1.18,multi-peak-directional,1.0x-1.3x,3
Atlanta -> San Antonio,Sep,0.73,multi-peak-directional,0.7x-1.0x,2
Atlanta -> San Antonio,Oct,1.32,multi-peak-directional,1.3x-1.6x,4
Atlanta -> San Antonio,Nov,1.32,multi-peak-directional,1.3x-1.6x,4
Atlanta -> San Antonio,Dec,0.82,multi-peak-directional,0.7x-1.0x,2
Bay Area -> Dallas,Jan,1.06,multi-peak-directional,1.0x-1.3x,3
Bay Area -> Dallas,Feb,0.71,multi-peak-directional,0.7x-1.0x,2
Bay Area -> Dallas,Mar,1.16,multi-peak-directional,1.0x-1.3x,3
Bay Area -> Dallas,Apr,0.81,multi-peak-directional,0.7x-1.0x,2
Bay Area -> Dallas,May,0.96,multi-peak-directional,0.7x-1.0x,2
Bay Area -> Dallas,Jun,0.96,multi-peak-directional,0.7x-1.0x,2
Bay Area -> Dallas,Jul,1.06,multi-peak-directional,1.0x-1.3x,3
Bay Area -> Dallas,Aug,1.11,multi-peak-directional,1.0x-1.3x,3
Bay Area -> Dallas,Sep,1.16,multi-peak-directional,1.0x-1.3x,3
Bay Area -> Dallas,Oct,1.22,multi-peak-directional,1.0x-1.3x,3
Bay Area -> Dallas,Nov,0.76,multi-peak-directional,0.7x-1.0x,2
Bay Area -> Dallas,Dec,1.01,multi-peak-directional,1.0x-1.3x,3
Bay Area -> LA Basin,Jan,0.64,multi-peak-directional,0.5x-0.7x,1
Bay Area -> LA Basin,Feb,0.64,multi-peak-directional,0.5x-0.7x,1
Bay Area -> LA Basin,Mar,0.86,multi-peak-directional,0.7x-1.0x,2
Bay Area -> LA Basin,Apr,1.07,multi-peak-directional,1.0x-1.3x,3
Bay Area -> LA Basin,May,1.07,multi-peak-directional,1.0x-1.3x,3
Bay Area -> LA Basin,Jun,0.43,multi-peak-directional,< 0.5x,0
Bay Area -> LA Basin,Jul,0.86,multi-peak-directional,0.7x-1.0x,2
Bay Area -> LA Basin,Aug,1.5,multi-peak-directional,1.3x-1.6x,4
Bay Area -> LA Basin,Sep,1.5,multi-peak-directional,1.3x-1.6x,4
Bay Area -> LA Basin,Oct,1.29,multi-peak-directional,1.0x-1.3x,3
Bay Area -> LA Basin,Nov,1.07,multi-peak-directional,1.0x-1.3x,3
Bay Area -> LA Basin,Dec,1.07,multi-peak-directional,1.0x-1.3x,3
Bay Area -> Phoenix Valley,Jan,0.77,multi-peak-directional,0.7x-1.0x,2
Bay Area -> Phoenix Valley,Feb,1.03,multi-peak-directional,1.0x-1.3x,3
Bay Area -> Phoenix Valley,Mar,1.3,multi-peak-directional,1.3x-1.6x,4
Bay Area -> Phoenix Valley,Apr,1.3,multi-peak-directional,1.3x-1.6x,4
Bay Area -> Phoenix Valley,May,1.33,multi-peak-directional,1.3x-1.6x,4
Bay Area -> Phoenix Valley,Jun,0.68,multi-peak-directional,0.5x-0.7x,1
Bay Area -> Phoenix Valley,Jul,0.89,multi-peak-directional,0.7x-1.0x,2
Bay Area -> Phoenix Valley,Aug,0.86,multi-peak-directional,0.7x-1.0x,2
Bay Area -> Phoenix Valley,Sep,0.65,multi-peak-directional,0.5x-0.7x,1
Bay Area -> Phoenix Valley,Oct,1.51,multi-peak-directional,1.3x-1.6x,4
Bay Area -> Phoenix Valley,Nov,0.98,multi-peak-directional,0.7x-1.0x,2
Bay Area -> Phoenix Valley,Dec,0.71,multi-peak-directional,0.7x-1.0x,2
Bay Area -> San Antonio,Jan,1.38,multi-peak-directional,1.3x-1.6x,4
Bay Area -> San Antonio,Feb,0.81,multi-peak-directional,0.7x-1.0x,2
Bay Area -> San Antonio,Mar,0.92,multi-peak-directional,0.7x-1.0x,2
Bay Area -> San Antonio,Apr,1.04,multi-peak-directional,1.0x-1.3x,3
Bay Area -> San Antonio,May,1.27,multi-peak-directional,1.0x-1.3x,3
Bay Area -> San Antonio,Jun,0.92,multi-peak-directional,0.7x-1.0x,2
Bay Area -> San Antonio,Jul,1.15,multi-peak-directional,1.0x-1.3x,3
Bay Area -> San Antonio,Aug,1.04,multi-peak-directional,1.0x-1.3x,3
Bay Area -> San Antonio,Sep,0.92,multi-peak-directional,0.7x-1.0x,2
Bay Area -> San Antonio,Oct,0.92,multi-peak-directional,0.7x-1.0x,2
Bay Area -> San Antonio,Nov,0.69,multi-peak-directional,0.5x-0.7x,1
Bay Area -> San Antonio,Dec,0.92,multi-peak-directional,0.7x-1.0x,2
Bay Area -> Seattle,Jan,0.88,multi-peak-directional,0.7x-1.0x,2
Bay Area -> Seattle,Feb,0.48,multi-peak-directional,< 0.5x,0
Bay Area -> Seattle,Mar,0.86,multi-peak-directional,0.7x-1.0x,2
Bay Area -> Seattle,Apr,0.92,multi-peak-directional,0.7x-1.0x,2
Bay Area -> Seattle,May,0.92,multi-peak-directional,0.7x-1.0x,2
Bay Area -> Seattle,Jun,0.84,multi-peak-directional,0.7x-1.0x,2
Bay Area -> Seattle,Jul,1.4,multi-peak-directional,1.3x-1.6x,4
Bay Area -> Seattle,Aug,1.42,multi-peak-directional,1.3x-1.6x,4
Bay Area -> Seattle,Sep,1.16,multi-peak-directional,1.0x-1.3x,3
Bay Area -> Seattle,Oct,1.18,multi-peak-directional,1.0x-1.3x,3
Bay Area -> Seattle,Nov,0.94,multi-peak-directional,0.7x-1.0x,2
Bay Area -> Seattle,Dec,0.98,multi-peak-directional,0.7x-1.0x,2
Boston -> Denver,Jan,1.12,multi-peak-directional,1.0x-1.3x,3
Boston -> Denver,Feb,0.75,multi-peak-directional,0.7x-1.0x,2
Boston -> Denver,Mar,1.12,multi-peak-directional,1.0x-1.3x,3
Boston -> Denver,Apr,0.75,multi-peak-directional,0.7x-1.0x,2
Boston -> Denver,May,1.88,multi-peak-directional,>= 1.6x,5
Boston -> Denver,Jun,1.88,multi-peak-directional,>= 1.6x,5
Boston -> Denver,Jul,1.12,multi-peak-directional,1.0x-1.3x,3
Boston -> Denver,Aug,0.75,multi-peak-directional,0.7x-1.0x,2
Boston -> Denver,Sep,0.0,multi-peak-directional,< 0.5x,0
Boston -> Denver,Oct,0.38,multi-peak-directional,< 0.5x,0
Boston -> Denver,Nov,1.5,multi-peak-directional,1.3x-1.6x,4
Boston -> Denver,Dec,0.75,multi-peak-directional,0.7x-1.0x,2
Boston -> North Florida,Jan,0.82,multi-peak-directional,0.7x-1.0x,2
Boston -> North Florida,Feb,0.53,multi-peak-directional,0.5x-0.7x,1
Boston -> North Florida,Mar,0.87,multi-peak-directional,0.7x-1.0x,2
Boston -> North Florida,Apr,1.11,multi-peak-directional,1.0x-1.3x,3
Boston -> North Florida,May,1.11,multi-peak-directional,1.0x-1.3x,3
Boston -> North Florida,Jun,0.87,multi-peak-directional,0.7x-1.0x,2
Boston -> North Florida,Jul,1.06,multi-peak-directional,1.0x-1.3x,3
Boston -> North Florida,Aug,0.63,multi-peak-directional,0.5x-0.7x,1
Boston -> North Florida,Sep,1.3,multi-peak-directional,1.3x-1.6x,4
Boston -> North Florida,Oct,1.93,multi-peak-directional,>= 1.6x,5
Boston -> North Florida,Nov,0.87,multi-peak-directional,0.7x-1.0x,2
Boston -> North Florida,Dec,0.92,multi-peak-directional,0.7x-1.0x,2
Boston -> South Florida,Jan,0.97,multi-peak-directional,0.7x-1.0x,2
Boston -> South Florida,Feb,1.2,multi-peak-directional,1.0x-1.3x,3
Boston -> South Florida,Mar,0.94,multi-peak-directional,0.7x-1.0x,2
Boston -> South Florida,Apr,0.91,multi-peak-directional,0.7x-1.0x,2
Boston -> South Florida,May,0.91,multi-peak-directional,0.7x-1.0x,2
Boston -> South Florida,Jun,0.51,multi-peak-directional,0.5x-0.7x,1
Boston -> South Florida,Jul,0.59,multi-peak-directional,0.5x-0.7x,1
Boston -> South Florida,Aug,0.76,multi-peak-directional,0.7x-1.0x,2
Boston -> South Florida,Sep,0.99,multi-peak-directional,0.7x-1.0x,2
Boston -> South Florida,Oct,1.73,multi-peak-directional,>= 1.6x,5
Boston -> South Florida,Nov,1.17,multi-peak-directional,1.0x-1.3x,3
Boston -> South Florida,Dec,1.33,multi-peak-directional,1.3x-1.6x,4
Charlotte -> Chicago,Jan,0.42,multi-peak-directional,< 0.5x,0
Charlotte -> Chicago,Feb,0.84,multi-peak-directional,0.7x-1.0x,2
Charlotte -> Chicago,Mar,0.97,multi-peak-directional,0.7x-1.0x,2
Charlotte -> Chicago,Apr,1.07,multi-peak-directional,1.0x-1.3x,3
Charlotte -> Chicago,May,0.91,multi-peak-directional,0.7x-1.0x,2
Charlotte -> Chicago,Jun,0.68,multi-peak-directional,0.5x-0.7x,1
Charlotte -> Chicago,Jul,0.84,multi-peak-directional,0.7x-1.0x,2
Charlotte -> Chicago,Aug,1.0,multi-peak-directional,1.0x-1.3x,3
Charlotte -> Chicago,Sep,1.2,multi-peak-directional,1.0x-1.3x,3
Charlotte -> Chicago,Oct,1.29,multi-peak-directional,1.0x-1.3x,3
Charlotte -> Chicago,Nov,1.55,multi-peak-directional,1.3x-1.6x,4
Charlotte -> Chicago,Dec,1.23,multi-peak-directional,1.0x-1.3x,3
Charlotte -> Dallas,Jan,0.44,multi-peak-directional,< 0.5x,0
Charlotte -> Dallas,Feb,0.84,multi-peak-directional,0.7x-1.0x,2
Charlotte -> Dallas,Mar,0.94,multi-peak-directional,0.7x-1.0x,2
Charlotte -> Dallas,Apr,1.34,multi-peak-directional,1.3x-1.6x,4
Charlotte -> Dallas,May,1.45,multi-peak-directional,1.3x-1.6x,4
Charlotte -> Dallas,Jun,0.71,multi-peak-directional,0.7x-1.0x,2
Charlotte -> Dallas,Jul,1.04,multi-peak-directional,1.0x-1.3x,3
Charlotte -> Dallas,Aug,1.04,multi-peak-directional,1.0x-1.3x,3
Charlotte -> Dallas,Sep,1.28,multi-peak-directional,1.0x-1.3x,3
Charlotte -> Dallas,Oct,1.08,multi-peak-directional,1.0x-1.3x,3
Charlotte -> Dallas,Nov,0.84,multi-peak-directional,0.7x-1.0x,2
Charlotte -> Dallas,Dec,1.01,multi-peak-directional,1.0x-1.3x,3
Charlotte -> Houston,Jan,0.85,multi-peak-directional,0.7x-1.0x,2
Charlotte -> Houston,Feb,0.94,multi-peak-directional,0.7x-1.0x,2
Charlotte -> Houston,Mar,0.94,multi-peak-directional,0.7x-1.0x,2
Charlotte -> Houston,Apr,0.77,multi-peak-directional,0.7x-1.0x,2
Charlotte -> Houston,May,1.1,multi-peak-directional,1.0x-1.3x,3
Charlotte -> Houston,Jun,1.02,multi-peak-directional,1.0x-1.3x,3
Charlotte -> Houston,Jul,1.1,multi-peak-directional,1.0x-1.3x,3
Charlotte -> Houston,Aug,1.26,multi-peak-directional,1.0x-1.3x,3
Charlotte -> Houston,Sep,0.81,multi-peak-directional,0.7x-1.0x,2
Charlotte -> Houston,Oct,1.26,multi-peak-directional,1.0x-1.3x,3
Charlotte -> Houston,Nov,1.18,multi-peak-directional,1.0x-1.3x,3
Charlotte -> Houston,Dec,0.77,multi-peak-directional,0.7x-1.0x,2
Charlotte -> San Antonio,Jan,0.98,multi-peak-directional,0.7x-1.0x,2
Charlotte -> San Antonio,Feb,0.37,multi-peak-directional,< 0.5x,0
Charlotte -> San Antonio,Mar,0.49,multi-peak-directional,< 0.5x,0
Charlotte -> San Antonio,Apr,1.96,multi-peak-directional,>= 1.6x,5
Charlotte -> San Antonio,May,0.98,multi-peak-directional,0.7x-1.0x,2
Charlotte -> San Antonio,Jun,1.35,multi-peak-directional,1.3x-1.6x,4
Charlotte -> San Antonio,Jul,0.86,multi-peak-directional,0.7x-1.0x,2
Charlotte -> San Antonio,Aug,0.73,multi-peak-directional,0.7x-1.0x,2
Charlotte -> San Antonio,Sep,0.98,multi-peak-directional,0.7x-1.0x,2
Charlotte -> San Antonio,Oct,1.35,multi-peak-directional,1.3x-1.6x,4
Charlotte -> San Antonio,Nov,1.22,multi-peak-directional,1.0x-1.3x,3
Charlotte -> San Antonio,Dec,0.73,multi-peak-directional,0.7x-1.0x,2
Charlotte -> St. Louis,Jan,0.57,multi-peak-directional,0.5x-0.7x,1
Charlotte -> St. Louis,Feb,1.0,multi-peak-directional,1.0x-1.3x,3
Charlotte -> St. Louis,Mar,0.83,multi-peak-directional,0.7x-1.0x,2
Charlotte -> St. Louis,Apr,1.39,multi-peak-directional,1.3x-1.6x,4
Charlotte -> St. Louis,May,0.78,multi-peak-directional,0.7x-1.0x,2
Charlotte -> St. Louis,Jun,0.96,multi-peak-directional,0.7x-1.0x,2
Charlotte -> St. Louis,Jul,0.78,multi-peak-directional,0.7x-1.0x,2
Charlotte -> St. Louis,Aug,0.74,multi-peak-directional,0.7x-1.0x,2
Charlotte -> St. Louis,Sep,1.43,multi-peak-directional,1.3x-1.6x,4
Charlotte -> St. Louis,Oct,1.57,multi-peak-directional,1.3x-1.6x,4
Charlotte -> St. Louis,Nov,0.96,multi-peak-directional,0.7x-1.0x,2
Charlotte -> St. Louis,Dec,1.0,multi-peak-directional,1.0x-1.3x,3
Chicago -> Atlanta,Jan,0.74,multi-peak-directional,0.7x-1.0x,2
Chicago -> Atlanta,Feb,0.69,multi-peak-directional,0.5x-0.7x,1
Chicago -> Atlanta,Mar,0.91,multi-peak-directional,0.7x-1.0x,2
Chicago -> Atlanta,Apr,1.2,multi-peak-directional,1.0x-1.3x,3
Chicago -> Atlanta,May,1.71,multi-peak-directional,>= 1.6x,5
Chicago -> Atlanta,Jun,0.86,multi-peak-directional,0.7x-1.0x,2
Chicago -> Atlanta,Jul,1.43,multi-peak-directional,1.3x-1.6x,4
Chicago -> Atlanta,Aug,1.14,multi-peak-directional,1.0x-1.3x,3
Chicago -> Atlanta,Sep,1.2,multi-peak-directional,1.0x-1.3x,3
Chicago -> Atlanta,Oct,0.8,multi-peak-directional,0.7x-1.0x,2
Chicago -> Atlanta,Nov,0.74,multi-peak-directional,0.7x-1.0x,2
Chicago -> Atlanta,Dec,0.57,multi-peak-directional,0.5x-0.7x,1
Chicago -> Dallas,Jan,0.68,multi-peak-directional,0.5x-0.7x,1
Chicago -> Dallas,Feb,0.78,multi-peak-directional,0.7x-1.0x,2
Chicago -> Dallas,Mar,1.1,multi-peak-directional,1.0x-1.3x,3
Chicago -> Dallas,Apr,1.05,multi-peak-directional,1.0x-1.3x,3
Chicago -> Dallas,May,0.93,multi-peak-directional,0.7x-1.0x,2
Chicago -> Dallas,Jun,1.41,multi-peak-directional,1.3x-1.6x,4
Chicago -> Dallas,Jul,0.98,multi-peak-directional,0.7x-1.0x,2
Chicago -> Dallas,Aug,0.68,multi-peak-directional,0.5x-0.7x,1
Chicago -> Dallas,Sep,1.1,multi-peak-directional,1.0x-1.3x,3
Chicago -> Dallas,Oct,1.03,multi-peak-directional,1.0x-1.3x,3
Chicago -> Dallas,Nov,1.26,multi-peak-directional,1.0x-1.3x,3
Chicago -> Dallas,Dec,1.0,multi-peak-directional,1.0x-1.3x,3
Chicago -> Denver,Jan,1.2,multi-peak-directional,1.0x-1.3x,3
Chicago -> Denver,Feb,0.9,multi-peak-directional,0.7x-1.0x,2
Chicago -> Denver,Mar,1.15,multi-peak-directional,1.0x-1.3x,3
Chicago -> Denver,Apr,0.68,multi-peak-directional,0.5x-0.7x,1
Chicago -> Denver,May,0.62,multi-peak-directional,0.5x-0.7x,1
Chicago -> Denver,Jun,1.11,multi-peak-directional,1.0x-1.3x,3
Chicago -> Denver,Jul,0.92,multi-peak-directional,0.7x-1.0x,2
Chicago -> Denver,Aug,1.23,multi-peak-directional,1.0x-1.3x,3
Chicago -> Denver,Sep,1.24,multi-peak-directional,1.0x-1.3x,3
Chicago -> Denver,Oct,0.99,multi-peak-directional,0.7x-1.0x,2
Chicago -> Denver,Nov,0.93,multi-peak-directional,0.7x-1.0x,2
Chicago -> Denver,Dec,1.02,multi-peak-directional,1.0x-1.3x,3
Chicago -> Nashville,Jan,0.86,multi-peak-directional,0.7x-1.0x,2
Chicago -> Nashville,Feb,0.43,multi-peak-directional,< 0.5x,0
Chicago -> Nashville,Mar,0.86,multi-peak-directional,0.7x-1.0x,2
Chicago -> Nashville,Apr,1.29,multi-peak-directional,1.0x-1.3x,3
Chicago -> Nashville,May,1.71,multi-peak-directional,>= 1.6x,5
Chicago -> Nashville,Jun,0.64,multi-peak-directional,0.5x-0.7x,1
Chicago -> Nashville,Jul,1.5,multi-peak-directional,1.3x-1.6x,4
Chicago -> Nashville,Aug,0.86,multi-peak-directional,0.7x-1.0x,2
Chicago -> Nashville,Sep,0.64,multi-peak-directional,0.5x-0.7x,1
Chicago -> Nashville,Oct,0.43,multi-peak-directional,< 0.5x,0
Chicago -> Nashville,Nov,1.93,multi-peak-directional,>= 1.6x,5
Chicago -> Nashville,Dec,0.86,multi-peak-directional,0.7x-1.0x,2
Chicago -> North Florida,Jan,1.04,multi-peak-directional,1.0x-1.3x,3
Chicago -> North Florida,Feb,0.94,multi-peak-directional,0.7x-1.0x,2
Chicago -> North Florida,Mar,0.81,multi-peak-directional,0.7x-1.0x,2
Chicago -> North Florida,Apr,0.94,multi-peak-directional,0.7x-1.0x,2
Chicago -> North Florida,May,1.09,multi-peak-directional,1.0x-1.3x,3
Chicago -> North Florida,Jun,0.79,multi-peak-directional,0.7x-1.0x,2
Chicago -> North Florida,Jul,0.66,multi-peak-directional,0.5x-0.7x,1
Chicago -> North Florida,Aug,0.89,multi-peak-directional,0.7x-1.0x,2
Chicago -> North Florida,Sep,0.91,multi-peak-directional,0.7x-1.0x,2
Chicago -> North Florida,Oct,1.47,multi-peak-directional,1.3x-1.6x,4
Chicago -> North Florida,Nov,1.24,multi-peak-directional,1.0x-1.3x,3
Chicago -> North Florida,Dec,1.22,multi-peak-directional,1.0x-1.3x,3
Chicago -> Phoenix Valley,Jan,1.13,multi-peak-directional,1.0x-1.3x,3
Chicago -> Phoenix Valley,Feb,1.04,multi-peak-directional,1.0x-1.3x,3
Chicago -> Phoenix Valley,Mar,0.96,multi-peak-directional,0.7x-1.0x,2
Chicago -> Phoenix Valley,Apr,1.13,multi-peak-directional,1.0x-1.3x,3
Chicago -> Phoenix Valley,May,0.78,multi-peak-directional,0.7x-1.0x,2
Chicago -> Phoenix Valley,Jun,0.78,multi-peak-directional,0.7x-1.0x,2
Chicago -> Phoenix Valley,Jul,0.43,multi-peak-directional,< 0.5x,0
Chicago -> Phoenix Valley,Aug,1.48,multi-peak-directional,1.3x-1.6x,4
Chicago -> Phoenix Valley,Sep,0.96,multi-peak-directional,0.7x-1.0x,2
Chicago -> Phoenix Valley,Oct,1.57,multi-peak-directional,1.3x-1.6x,4
Chicago -> Phoenix Valley,Nov,1.13,multi-peak-directional,1.0x-1.3x,3
Chicago -> Phoenix Valley,Dec,0.61,multi-peak-directional,0.5x-0.7x,1
Chicago -> San Antonio,Jan,0.5,multi-peak-directional,0.5x-0.7x,1
Chicago -> San Antonio,Feb,0.72,multi-peak-directional,0.7x-1.0x,2
Chicago -> San Antonio,Mar,1.08,multi-peak-directional,1.0x-1.3x,3
Chicago -> San Antonio,Apr,1.29,multi-peak-directional,1.0x-1.3x,3
Chicago -> San Antonio,May,0.86,multi-peak-directional,0.7x-1.0x,2
Chicago -> San Antonio,Jun,1.01,multi-peak-directional,1.0x-1.3x,3
Chicago -> San Antonio,Jul,1.01,multi-peak-directional,1.0x-1.3x,3
Chicago -> San Antonio,Aug,1.15,multi-peak-directional,1.0x-1.3x,3
Chicago -> San Antonio,Sep,0.93,multi-peak-directional,0.7x-1.0x,2
Chicago -> San Antonio,Oct,1.72,multi-peak-directional,>= 1.6x,5
Chicago -> San Antonio,Nov,1.08,multi-peak-directional,1.0x-1.3x,3
Chicago -> San Antonio,Dec,0.65,multi-peak-directional,0.5x-0.7x,1
Chicago -> St. Louis,Jan,0.78,multi-peak-directional,0.7x-1.0x,2
Chicago -> St. Louis,Feb,1.17,multi-peak-directional,1.0x-1.3x,3
Chicago -> St. Louis,Mar,0.65,multi-peak-directional,0.5x-0.7x,1
Chicago -> St. Louis,Apr,1.04,multi-peak-directional,1.0x-1.3x,3
Chicago -> St. Louis,May,1.17,multi-peak-directional,1.0x-1.3x,3
Chicago -> St. Louis,Jun,1.7,multi-peak-directional,>= 1.6x,5
Chicago -> St. Louis,Jul,0.91,multi-peak-directional,0.7x-1.0x,2
Chicago -> St. Louis,Aug,0.78,multi-peak-directional,0.7x-1.0x,2
Chicago -> St. Louis,Sep,0.39,multi-peak-directional,< 0.5x,0
Chicago -> St. Louis,Oct,0.39,multi-peak-directional,< 0.5x,0
Chicago -> St. Louis,Nov,1.7,multi-peak-directional,>= 1.6x,5
Chicago -> St. Louis,Dec,1.3,multi-peak-directional,1.3x-1.6x,4
DMV -> Chicago,Jan,0.82,multi-peak-directional,0.7x-1.0x,2
DMV -> Chicago,Feb,0.98,multi-peak-directional,0.7x-1.0x,2
DMV -> Chicago,Mar,0.73,multi-peak-directional,0.7x-1.0x,2
DMV -> Chicago,Apr,0.92,multi-peak-directional,0.7x-1.0x,2
DMV -> Chicago,May,0.92,multi-peak-directional,0.7x-1.0x,2
DMV -> Chicago,Jun,1.42,multi-peak-directional,1.3x-1.6x,4
DMV -> Chicago,Jul,1.01,multi-peak-directional,1.0x-1.3x,3
DMV -> Chicago,Aug,0.88,multi-peak-directional,0.7x-1.0x,2
DMV -> Chicago,Sep,0.95,multi-peak-directional,0.7x-1.0x,2
DMV -> Chicago,Oct,1.36,multi-peak-directional,1.3x-1.6x,4
DMV -> Chicago,Nov,0.76,multi-peak-directional,0.7x-1.0x,2
DMV -> Chicago,Dec,1.26,multi-peak-directional,1.0x-1.3x,3
DMV -> Dallas,Jan,0.61,multi-peak-directional,0.5x-0.7x,1
DMV -> Dallas,Feb,0.61,multi-peak-directional,0.5x-0.7x,1
DMV -> Dallas,Mar,1.21,multi-peak-directional,1.0x-1.3x,3
DMV -> Dallas,Apr,1.39,multi-peak-directional,1.3x-1.6x,4
DMV -> Dallas,May,1.27,multi-peak-directional,1.0x-1.3x,3
DMV -> Dallas,Jun,0.67,multi-peak-directional,0.5x-0.7x,1
DMV -> Dallas,Jul,0.79,multi-peak-directional,0.7x-1.0x,2
DMV -> Dallas,Aug,0.67,multi-peak-directional,0.5x-0.7x,1
DMV -> Dallas,Sep,1.21,multi-peak-directional,1.0x-1.3x,3
DMV -> Dallas,Oct,1.21,multi-peak-directional,1.0x-1.3x,3
DMV -> Dallas,Nov,0.91,multi-peak-directional,0.7x-1.0x,2
DMV -> Dallas,Dec,1.45,multi-peak-directional,1.3x-1.6x,4
DMV -> Denver,Jan,1.45,multi-peak-directional,1.3x-1.6x,4
DMV -> Denver,Feb,0.0,multi-peak-directional,< 0.5x,0
DMV -> Denver,Mar,1.09,multi-peak-directional,1.0x-1.3x,3
DMV -> Denver,Apr,1.82,multi-peak-directional,>= 1.6x,5
DMV -> Denver,May,1.45,multi-peak-directional,1.3x-1.6x,4
DMV -> Denver,Jun,1.09,multi-peak-directional,1.0x-1.3x,3
DMV -> Denver,Jul,0.73,multi-peak-directional,0.7x-1.0x,2
DMV -> Denver,Aug,1.09,multi-peak-directional,1.0x-1.3x,3
DMV -> Denver,Sep,0.73,multi-peak-directional,0.7x-1.0x,2
DMV -> Denver,Oct,0.73,multi-peak-directional,0.7x-1.0x,2
DMV -> Denver,Nov,0.36,multi-peak-directional,< 0.5x,0
DMV -> Denver,Dec,1.45,multi-peak-directional,1.3x-1.6x,4
DMV -> Houston,Jan,0.39,multi-peak-directional,< 0.5x,0
DMV -> Houston,Feb,1.48,multi-peak-directional,1.3x-1.6x,4
DMV -> Houston,Mar,0.79,multi-peak-directional,0.7x-1.0x,2
DMV -> Houston,Apr,1.28,multi-peak-directional,1.0x-1.3x,3
DMV -> Houston,May,1.57,multi-peak-directional,1.3x-1.6x,4
DMV -> Houston,Jun,0.98,multi-peak-directional,0.7x-1.0x,2
DMV -> Houston,Jul,0.69,multi-peak-directional,0.5x-0.7x,1
DMV -> Houston,Aug,0.89,multi-peak-directional,0.7x-1.0x,2
DMV -> Houston,Sep,0.79,multi-peak-directional,0.7x-1.0x,2
DMV -> Houston,Oct,1.38,multi-peak-directional,1.3x-1.6x,4
DMV -> Houston,Nov,0.98,multi-peak-directional,0.7x-1.0x,2
DMV -> Houston,Dec,0.79,multi-peak-directional,0.7x-1.0x,2
DMV -> St. Louis,Jan,1.05,multi-peak-directional,1.0x-1.3x,3
DMV -> St. Louis,Feb,0.75,multi-peak-directional,0.7x-1.0x,2
DMV -> St. Louis,Mar,1.29,multi-peak-directional,1.0x-1.3x,3
DMV -> St. Louis,Apr,0.85,multi-peak-directional,0.7x-1.0x,2
DMV -> St. Louis,May,1.54,multi-peak-directional,1.3x-1.6x,4
DMV -> St. Louis,Jun,1.0,multi-peak-directional,1.0x-1.3x,3
DMV -> St. Louis,Jul,0.65,multi-peak-directional,0.5x-0.7x,1
DMV -> St. Louis,Aug,0.7,multi-peak-directional,0.7x-1.0x,2
DMV -> St. Louis,Sep,0.9,multi-peak-directional,0.7x-1.0x,2
DMV -> St. Louis,Oct,1.69,multi-peak-directional,>= 1.6x,5
DMV -> St. Louis,Nov,0.75,multi-peak-directional,0.7x-1.0x,2
DMV -> St. Louis,Dec,0.85,multi-peak-directional,0.7x-1.0x,2
Dallas -> Atlanta,Jan,0.52,multi-peak-directional,0.5x-0.7x,1
Dallas -> Atlanta,Feb,0.76,multi-peak-directional,0.7x-1.0x,2
Dallas -> Atlanta,Mar,0.8,multi-peak-directional,0.7x-1.0x,2
Dallas -> Atlanta,Apr,1.31,multi-peak-directional,1.3x-1.6x,4
Dallas -> Atlanta,May,1.11,multi-peak-directional,1.0x-1.3x,3
Dallas -> Atlanta,Jun,0.97,multi-peak-directional,0.7x-1.0x,2
Dallas -> Atlanta,Jul,1.04,multi-peak-directional,1.0x-1.3x,3
Dallas -> Atlanta,Aug,1.11,multi-peak-directional,1.0x-1.3x,3
Dallas -> Atlanta,Sep,1.21,multi-peak-directional,1.0x-1.3x,3
Dallas -> Atlanta,Oct,1.28,multi-peak-directional,1.0x-1.3x,3
Dallas -> Atlanta,Nov,1.14,multi-peak-directional,1.0x-1.3x,3
Dallas -> Atlanta,Dec,0.76,multi-peak-directional,0.7x-1.0x,2
Dallas -> Bay Area,Jan,0.99,multi-peak-directional,0.7x-1.0x,2
Dallas -> Bay Area,Feb,0.88,multi-peak-directional,0.7x-1.0x,2
Dallas -> Bay Area,Mar,1.15,multi-peak-directional,1.0x-1.3x,3
Dallas -> Bay Area,Apr,0.77,multi-peak-directional,0.7x-1.0x,2
Dallas -> Bay Area,May,0.88,multi-peak-directional,0.7x-1.0x,2
Dallas -> Bay Area,Jun,0.6,multi-peak-directional,0.5x-0.7x,1
